crop_name,adm_id,sos,eos
maize,US-21-007,99.0,279.6683349609375
maize,US-21-017,108.69563293457033,288.3480834960937
maize,US-21-031,101.83097839355467,282.15264892578125
maize,US-21-065,107.73796081542967,287.46630859375
maize,US-21-069,109.95154571533205,289.9493408203125
maize,US-21-093,103.3058853149414,284.3058776855469
maize,US-21-099,102.54151916503906,282.16607666015625
maize,US-21-131,109.0,288.0
maize,US-21-151,107.49358367919922,286.9871826171875
maize,US-21-155,103.99524688720705,284.0
maize,US-21-179,105.00435638427734,285.4524841308594
maize,US-17-091,113.44227600097656,303.13287353515625
maize,US-17-187,113.99999237060548,302.104248046875
maize,US-17-197,114.0,303.93487548828125
maize,US-18-027,108.21754455566406,292.4132080078125
maize,US-18-061,105.81986236572266,287.22491455078125
maize,US-01-001,112.0,291.0
maize,US-01-005,114.36097717285156,293.3609924316406
maize,US-01-023,113.18704986572266,292.4604187011719
maize,US-01-035,116.0033950805664,295.0237731933594
maize,US-01-051,112.0,291.0
maize,US-01-055,106.59183502197266,287.5918273925781
maize,US-01-065,110.8456039428711,289.9227905273437
maize,US-01-089,102.10417938232422,283.41943359375
maize,US-01-113,113.16957092285156,292.1695861816406
maize,US-01-117,108.38130950927734,288.43084716796875
maize,US-05-011,104.0,284.0
maize,US-05-015,103.0,282.9958190917969
maize,US-05-019,99.031005859375,276.031005859375
maize,US-05-025,101.24285888671876,279.4857177734375
maize,US-05-063,97.77913665771484,276.1912536621094
maize,US-05-067,98.0,276.4209899902344
maize,US-05-121,98.04901885986328,278.5338439941406
maize,US-06-001,103.0,274.0
maize,US-06-005,101.0,285.0
maize,US-06-013,107.0,281.0
maize,US-06-019,112.22677612304688,293.79034423828125
maize,US-06-023,80.15697479248047,285.398681640625
maize,US-06-033,91.0,274.0
maize,US-06-037,113.5999984741211,288.20001220703125
maize,US-06-047,111.45565032958984,290.86676025390625
maize,US-06-081,102.1999969482422,273.4666748046875
maize,US-06-085,105.41293334960938,279.6194152832031
maize,US-06-115,98.1906967163086,279.8744201660156
maize,US-08-013,125.0,304.00067138671875
maize,US-08-029,128.56517028808594,308.69488525390625
maize,US-08-077,130.54347229003906,309.8998718261719
maize,US-08-083,131.61598205566406,311.616455078125
maize,US-08-091,127.0,308.0
maize,US-09-009,112.47510528564452,289.9501953125
maize,US-12-009,126.99855041503906,330.0
maize,US-12-023,121.17575073242188,313.65948486328125
maize,US-12-039,116.61974334716795,295.4460754394531
maize,US-12-055,128.03594970703125,330.0
maize,US-12-065,120.96033477783205,303.9405212402344
maize,US-12-073,119.01078033447266,301.01617431640625
maize,US-12-095,126.18636322021484,329.5409240722656
maize,US-12-107,123.75347137451172,322.1536865234375
maize,US-12-123,121.0,305.7578430175781
maize,US-12-127,124.40425872802734,325.2127685546875
maize,US-12-131,116.9792938232422,297.9228210449219
maize,US-12-133,116.0,293.3772888183594
maize,US-13-009,113.0,294.0
maize,US-13-027,120.39954376220705,302.3987731933594
maize,US-13-103,121.96306610107422,305.94970703125
maize,US-13-121,110.0,290.0
maize,US-13-141,113.65328216552734,294.142333984375
maize,US-13-149,110.01583099365234,289.0158386230469
maize,US-13-179,123.0735321044922,307.5353088378906
maize,US-13-183,123.0,307.4440002441406
maize,US-13-189,114.7852554321289,295.5705261230469
maize,US-13-209,117.92577362060548,300.89764404296875
maize,US-13-229,122.0,309.0372314453125
maize,US-13-267,120.93672943115234,304.2743225097656
maize,US-13-271,116.30574798583984,298.9586181640625
maize,US-13-291,107.0291976928711,288.0292053222656
maize,US-13-305,122.12393188476562,309.1798400878906
maize,US-13-319,113.78941345214844,294.7893981933594
maize,US-15-007,245.0,237.0
maize,US-16-023,130.35964965820312,313.6403503417969
maize,US-16-027,123.04762268066406,309.2886962890625
maize,US-16-037,130.9175262451172,312.8865966796875
maize,US-16-039,123.96762084960938,310.8843994140625
maize,US-16-043,126.94307708740234,312.2073059082031
maize,US-16-061,119.0,303.0
maize,US-16-063,123.26319122314452,311.8360900878906
maize,US-16-085,115.0,298.0
maize,US-19-175,113.0,299.0000305175781
maize,US-20-053,116.97005462646484,299.4468078613281
maize,US-20-095,115.74417877197266,294.7441711425781
maize,US-20-135,115.63951110839844,297.6394958496094
maize,US-20-199,114.52288055419922,298.2401428222656
maize,US-48-011,118.0,299.1982727050781
maize,US-48-025,128.1265869140625,318.1081237792969
maize,US-48-035,111.53731536865234,295.898193359375
maize,US-48-053,114.45989227294922,302.66845703125
maize,US-48-055,116.02616119384766,309.0306396484375
maize,US-48-083,116.25298309326172,297.0675964355469
maize,US-29-057,106.0,289.5335388183594
maize,US-29-143,96.51414489746094,275.827880859375
maize,US-29-157,104.3366470336914,288.25885009765625
maize,US-29-189,110.153564453125,297.7303466796875
maize,US-29-199,114.0,301.1470031738281
maize,US-29-207,98.59249114990234,279.38104248046875
maize,US-30-015,128.05760192871094,308.9811096191406
maize,US-30-023,127.0,307.0
maize,US-30-029,119.0,303.0
maize,US-30-039,126.0,307.0
maize,US-30-057,129.3690948486328,308.0
maize,US-30-071,126.24664306640624,309.0758056640625
maize,US-30-077,124.0,306.0
maize,US-30-085,125.0,309.0
maize,US-30-087,125.4090805053711,306.6487731933594
maize,US-30-105,125.97042083740234,309.20263671875
maize,US-31-091,113.0,298.0
maize,US-53-065,116.30038452148438,299.756103515625
maize,US-21-189,108.0,288.0
maize,US-21-195,109.0483856201172,288.9838562011719
maize,US-21-217,103.89946746826172,283.89849853515625
maize,US-21-237,109.08641815185548,288.58642578125
maize,US-21-239,107.0,286.0
maize,US-22-001,117.9825439453125,297.5030212402344
maize,US-22-009,117.22159576416016,297.3099975585937
maize,US-22-011,117.0,295.5130310058594
maize,US-22-029,115.9201431274414,297.99835205078125
maize,US-22-031,113.91950225830078,294.9597473144531
maize,US-22-033,117.99186706542967,300.0162658691406
maize,US-22-047,117.421630859375,301.2783508300781
maize,US-22-081,113.50228881835938,294.75115966796875
maize,US-22-099,119.0,301.40545654296875
maize,US-23-013,113.0,293.7234191894531
maize,US-23-015,113.18536376953124,294.18536376953125
maize,US-24-003,115.9616928100586,292.9237060546875
maize,US-18-103,113.50428009033205,302.0085754394531
maize,US-18-129,104.05156707763672,288.05157470703125
maize,US-18-147,105.0,286.673828125
maize,US-19-001,113.0,301.0348815917969
maize,US-19-045,114.00000762939452,303.0
maize,US-19-083,113.0,303.7715148925781
maize,US-19-111,114.0,302.0
maize,US-31-167,116.0,306.96826171875
maize,US-34-003,113.9250030517578,291.0
maize,US-34-007,115.81061553955078,291.81060791015625
maize,US-34-013,114.0,291.0
maize,US-34-023,114.0,290.3139953613281
maize,US-34-041,114.0,291.7397155761719
maize,US-35-007,124.63433074951172,304.9813537597656
maize,US-35-011,127.18045806884766,313.26776123046875
maize,US-35-051,134.5672149658203,325.02374267578125
maize,US-36-013,112.8165512084961,294.9042053222656
maize,US-36-029,115.08171844482422,299.8319702148437
maize,US-36-043,113.98965454101562,294.97955322265625
maize,US-36-045,113.40098571777344,295.28302001953125
maize,US-36-047,114.0,290.0
maize,US-36-053,114.89997100830078,295.9260559082031
maize,US-36-065,113.9847640991211,294.7649230957031
maize,US-36-077,114.90362548828124,295.6834411621094
maize,US-36-081,114.0,290.0
maize,US-36-091,115.0,295.0206604003906
maize,US-36-115,114.57101440429688,295.2424011230469
maize,US-37-007,114.20793914794922,293.1039733886719
maize,US-37-027,109.09416198730467,286.0
maize,US-37-039,107.0,288.0
maize,US-37-049,117.46424102783205,294.0491943359375
maize,US-37-055,116.0,293.0010070800781
maize,US-37-059,109.73558807373048,286.735595703125
maize,US-37-069,114.0,289.0
maize,US-37-083,115.23584747314452,290.4546813964844
maize,US-37-091,115.50505828857422,294.738037109375
maize,US-37-093,117.0,294.0
maize,US-37-099,107.98253631591795,288.0
maize,US-37-111,108.04762268066406,286.02117919921875
maize,US-37-117,116.58806610107422,291.58807373046875
maize,US-37-127,114.52253723144533,289.5225524902344
maize,US-37-165,117.74242401123048,295.30889892578125
maize,US-37-175,107.17676544189452,287.0
maize,US-37-199,110.0,287.0
maize,US-38-017,123.0,313.8540344238281
maize,US-38-037,122.24674224853516,306.18438720703125
maize,US-38-085,122.07135772705078,306.07135009765625
maize,US-38-099,126.2568588256836,313.0
maize,US-39-035,115.95366668701172,299.95367431640625
maize,US-39-039,118.14633178710938,304.7873229980469
maize,US-39-043,116.8193359375,302.8193359375
maize,US-39-125,116.03070831298828,303.0289306640625
maize,US-40-065,115.26854705810548,292.537109375
maize,US-48-141,133.0,318.3544921875
maize,US-48-151,118.4565200805664,298.74346923828125
maize,US-48-161,111.66336822509766,293.9405822753906
maize,US-48-167,119.0,309.9350891113281
maize,US-48-199,118.125,303.375
maize,US-48-213,109.40877532958984,288.8233337402344
maize,US-48-229,132.3330078125,322.51129150390625
maize,US-48-241,116.85713958740234,299.5714416503906
maize,US-48-245,117.99421691894533,302.1446533203125
maize,US-48-261,136.32203674316406,332.6440734863281
maize,US-48-289,114.41230010986328,300.85601806640625
maize,US-48-317,121.54157257080078,304.307861328125
maize,US-48-333,114.44186401367188,297.5581359863281
maize,US-48-347,114.0,297.8095092773437
maize,US-48-361,117.33536529541016,298.67681884765625
maize,US-48-371,129.28269958496094,319.2109069824219
maize,US-48-395,114.22162628173828,302.5538024902344
maize,US-48-423,108.9473648071289,288.75
maize,US-48-427,142.97987365722656,339.9710693359375
maize,US-48-457,116.71428680419922,301.0
maize,US-48-471,116.09378814697266,303.2892761230469
maize,US-48-475,128.15834045410156,318.4750061035156
maize,US-48-477,117.64376831054688,309.32012939453125
maize,US-48-499,105.10699462890624,282.1495056152344
maize,US-49-001,129.7665252685547,311.9544982910156
maize,US-49-003,122.90036010742188,309.0108642578125
maize,US-49-011,123.0,308.0825500488281
maize,US-40-073,115.35679626464844,293.0052795410156
maize,US-40-079,100.68387603759766,279.6455078125
maize,US-40-145,104.35704803466795,284.67852783203125
