crop_name,adm_id,date,fpar
maize,NL11,20010101,44.07267750954988
maize,NL12,20010101,58.31836676500587
maize,NL13,20010101,47.50110851459045
maize,NL21,20010101,53.13752897213944
maize,NL22,20010101,52.036170531912234
maize,NL23,20010101,35.30864197530864
maize,NL31,20010101,55.576408176002495
maize,NL32,20010101,45.27518491284225
maize,NL33,20010101,41.939998039151604
maize,NL34,20010101,34.34272076372315
maize,NL41,20010101,46.03549541783017
maize,NL42,20010101,43.32005588530385
maize,NL11,20010111,42.76601819399047
maize,NL12,20010111,57.921836786172555
maize,NL13,20010111,46.88147025842514
maize,NL21,20010111,52.85206470838655
maize,NL22,20010111,51.95176290197582
maize,NL23,20010111,33.70380922232774
maize,NL31,20010111,55.83183023872679
maize,NL32,20010111,44.288550542843545
maize,NL33,20010111,40.67531618680349
maize,NL34,20010111,32.54325112702201
maize,NL41,20010111,45.60807611337044
maize,NL42,20010111,42.21734319765207
maize,NL11,20010121,41.12775174260623
maize,NL12,20010121,57.3547230234369
maize,NL13,20010121,46.06378880871061
maize,NL21,20010121,52.3583841823944
maize,NL22,20010121,51.59937000524996
maize,NL23,20010121,31.656906193943232
maize,NL31,20010121,56.0027461382431
maize,NL32,20010121,42.879795838920366
maize,NL33,20010121,39.21186966894343
maize,NL34,20010121,30.312277910368604
maize,NL41,20010121,44.940528620601334
maize,NL42,20010121,40.91818804092004
maize,NL11,20010201,38.885165203008704
maize,NL12,20010201,57.17855693620381
maize,NL13,20010201,45.220590123520196
maize,NL21,20010201,51.92845182347098
maize,NL22,20010201,51.11944483795968
maize,NL23,20010201,29.761369631740003
maize,NL31,20010201,56.24581057887346
maize,NL32,20010201,42.01656646048705
maize,NL33,20010201,38.298114317461355
maize,NL34,20010201,27.861336515513127
maize,NL41,20010201,43.99167588098228
maize,NL42,20010201,38.98345007360732
maize,NL11,20010211,36.948962312448316
maize,NL12,20010211,56.29793487678354
maize,NL13,20010211,43.72680893317241
maize,NL21,20010211,50.91611087460385
maize,NL22,20010211,50.398130015583206
maize,NL23,20010211,27.473303788118603
maize,NL31,20010211,56.065907317834295
maize,NL32,20010211,40.70833513560275
maize,NL33,20010211,36.92244844602765
maize,NL34,20010211,25.64181914611509
maize,NL41,20010211,42.986712644539814
maize,NL42,20010211,37.3417255056401
maize,NL11,20010221,35.721360217382745
maize,NL12,20010221,56.22775578245468
maize,NL13,20010221,42.884389204180685
maize,NL21,20010221,50.66352112009839
maize,NL22,20010221,50.264481129323926
maize,NL23,20010221,26.027962435369844
maize,NL31,20010221,56.58268060539866
maize,NL32,20010221,40.56109693325836
maize,NL33,20010221,36.61972613484101
maize,NL34,20010221,24.30045080880403
maize,NL41,20010221,42.53759753118812
maize,NL42,20010221,36.23572158616745
maize,NL11,20010301,35.174004646949946
maize,NL12,20010301,56.33760322874283
maize,NL13,20010301,42.399202211893204
maize,NL21,20010301,51.034913201835295
maize,NL22,20010301,50.84736793860051
