crop_name,adm_id,date,ndvi
maize,NL13,20200929,181.0
maize,NL31,20200929,207.19710144927532
maize,NL32,20200929,186.91954022988503
maize,NL33,20200929,201.25082074852264
maize,NL34,20200929,176.07180550320393
maize,NL41,20200929,184.9278059249399
maize,NL11,20040321,165.97468534452108
maize,NL12,20040321,182.4509355229506
maize,NL13,20040321,175.86050540044835
maize,NL21,20040321,194.2574956755718
maize,NL22,20040321,187.54266991442304
maize,NL23,20040321,127.49412183826148
maize,NL31,20040321,199.4307802305836
maize,NL32,20040321,176.3198332340679
maize,NL33,20040321,162.2517660234321
maize,NL34,20040321,138.0380420869387
maize,NL41,20040321,168.64158138448963
maize,NL42,20040321,156.19759509769915
maize,NL11,20131117,185.83787212114004
maize,NL12,20131117,205.16227066843572
maize,NL13,20131117,190.3690368487929
maize,NL21,20131117,194.05815918022552
maize,NL22,20131117,187.9457312181362
maize,NL23,20131117,158.4502303653702
maize,NL31,20131117,196.7811263318113
maize,NL32,20131117,183.2643182970096
maize,NL33,20131117,209.5725371120108
maize,NL34,20131117,168.4673604541154
maize,NL41,20131117,175.2968807508281
maize,NL42,20131117,174.45246824111177
maize,NL11,20100125,114.31014644351464
maize,NL12,20100125,176.82574171899398
maize,NL13,20100125,143.34966285950185
maize,NL21,20100125,176.4873989538754
maize,NL22,20100125,177.22292511653248
maize,NL32,20100125,137.55532926001356
maize,NL33,20100125,123.07700205338809
maize,NL41,20100125,172.72712345126138
maize,NL42,20100125,154.00776212085026
maize,NL11,20191219,152.62550365286694
maize,NL13,20191219,158.35047879616965
maize,NL42,20191219,184.2127659574468
maize,NL11,20110930,180.04814413704835
maize,NL12,20110930,198.1606304977205
maize,NL13,20110930,194.61620571291613
maize,NL21,20110930,198.00352395818555
maize,NL22,20110930,196.09074087996729
maize,NL23,20110930,165.2964399202887
maize,NL31,20110930,192.8317366203776
maize,NL32,20110930,181.08155127081508
maize,NL33,20110930,178.13955762357543
maize,NL34,20110930,160.7000432409059
maize,NL41,20110930,188.46515777434735
maize,NL42,20110930,187.13825048993408
maize,NL11,20111211,137.4159926858429
maize,NL12,20111211,176.39385394957296
maize,NL13,20111211,150.58328359528704
maize,NL21,20111211,168.89938078388678
maize,NL22,20111211,166.30169833292953
maize,NL23,20111211,129.0
maize,NL31,20111211,161.12973871016462
maize,NL32,20111211,126.52278820375336
maize,NL33,20111211,142.19734886025768
maize,NL34,20111211,139.36997971602435
maize,NL41,20111211,154.57994311917054
maize,NL42,20111211,148.76301067977624
maize,NL11,20181203,167.18570936150368
maize,NL12,20181203,189.2315
maize,NL13,20181203,178.57728415902983
maize,NL21,20181203,188.4043905257077
maize,NL22,20181203,183.63699243676527
maize,NL23,20181203,148.5106649014416
maize,NL31,20181203,187.15578190533253
maize,NL32,20181203,175.93483257749892
maize,NL33,20181203,178.69113413932067
maize,NL34,20181203,150.36803759425885
maize,NL41,20181203,181.9082962659048
maize,NL42,20181203,174.2678103862099
maize,NL11,20070202,161.31881748495755
maize,NL12,20070202,185.80512898561756
maize,NL13,20070202,176.43996348850715
maize,NL21,20070202,185.1830967906917
maize,NL22,20070202,183.73898864221516
maize,NL23,20070202,131.75956957010547
maize,NL31,20070202,185.49074738648773
maize,NL32,20070202,157.30892509296973
maize,NL33,20070202,161.80875599208878
maize,NL34,20070202,141.55497037524688
maize,NL41,20070202,177.89541295294865
maize,NL42,20070202,167.49620305272396
maize,NL11,20101125,134.9375
maize,NL12,20101125,175.4494689039409
maize,NL13,20101125,143.6906135291033
maize,NL21,20101125,176.13112217865847
maize,NL22,20101125,178.47250334903418
maize,NL23,20101125,128.5766077820113
maize,NL31,20101125,172.0521997743821
maize,NL32,20101125,170.39288343558283
maize,NL33,20101125,177.2205023364486
maize,NL41,20101125,153.770846019242
maize,NL42,20101125,157.1814520027068
maize,NL11,20110525,193.4920941222802
maize,NL12,20110525,198.6080336281009
maize,NL13,20110525,194.765602663859
maize,NL21,20110525,187.7921574192328
maize,NL22,20110525,184.09998874094583
maize,NL23,20110525,174.54510691010933
maize,NL31,20110525,187.8838508347636
maize,NL32,20110525,177.39743759080702
maize,NL33,20110525,180.56977188292072
maize,NL34,20110525,169.94350057012542
maize,NL41,20110525,174.3997093023256
maize,NL42,20110525,169.70574887244837
maize,NL11,20030210,131.24717928522202
maize,NL12,20030210,156.86341772757729
maize,NL13,20030210,143.99092644427895
maize,NL21,20030210,152.27423962915665
maize,NL22,20030210,150.28993732459853
maize,NL23,20030210,107.1014704292356
maize,NL31,20030210,151.6368232173506
maize,NL32,20030210,135.75927483412764
maize,NL33,20030210,130.8216749099963
maize,NL34,20030210,115.70202520499696
maize,NL41,20030210,142.02481914440912
maize,NL42,20030210,134.7942473093011
maize,NL11,20070626,211.262676056338
maize,NL12,20070626,211.57071726550936
maize,NL13,20070626,216.7742245155097
maize,NL21,20070626,214.5953535461182
maize,NL22,20070626,211.9079041893527
maize,NL23,20070626,196.809871668312
maize,NL31,20070626,206.41479972844536
maize,NL32,20070626,198.92003822873528
maize,NL33,20070626,203.9865757511187
maize,NL34,20070626,193.9730687057236
maize,NL41,20070626,205.9709900424938
maize,NL42,20070626,201.43154401636264
maize,NL11,20120202,139.66702642203302
maize,NL12,20120202,169.29514210456682
maize,NL13,20120202,152.9903101272866
maize,NL21,20120202,163.32000019258268
maize,NL22,20120202,164.9105154449432
maize,NL23,20120202,114.50154162384378
maize,NL31,20120202,167.7778798163306
maize,NL32,20120202,142.66790509711902
maize,NL33,20120202,153.09807194724982
maize,NL34,20120202,129.46293604651163
maize,NL41,20120202,146.7624954262715
maize,NL11,20010914,199.6216008603472
maize,NL12,20010914,211.49612217158392
maize,NL13,20010914,209.1237249095097
maize,NL21,20010914,211.3371736602896
maize,NL22,20010914,213.2535991614435
maize,NL23,20010914,186.354861015074
maize,NL31,20010914,211.6420803782506
maize,NL32,20010914,188.2007623888183
maize,NL33,20010914,212.63013698630135
maize,NL34,20010914,185.4438239892785
maize,NL41,20010914,206.3295618399345
maize,NL42,20010914,197.20378970834108
maize,NL11,20180914,183.67532390816368
maize,NL12,20180914,200.56218360451567
maize,NL13,20180914,197.54300095015537
maize,NL21,20180914,192.9404522018826
maize,NL22,20180914,189.44037970397804
maize,NL23,20180914,183.77828596319284
maize,NL31,20180914,193.46628907874947
maize,NL32,20180914,194.84941586522945
maize,NL33,20180914,189.6692010469899
maize,NL34,20180914,168.77845435920784
maize,NL41,20180914,183.6166737497344
maize,NL42,20180914,176.44114052953157
maize,NL11,20030922,175.58456237077877
maize,NL12,20030922,188.04677657150515
maize,NL13,20030922,184.4407608090873
maize,NL21,20030922,186.62690979613075
maize,NL22,20030922,184.2687912981174
maize,NL23,20030922,162.39256086320012
maize,NL31,20030922,179.54304883757217
maize,NL32,20030922,183.50846537877143
maize,NL33,20030922,176.94540794832187
maize,NL34,20030922,160.63623498071428
maize,NL41,20030922,173.82079322319134
maize,NL42,20030922,170.46415703347844
maize,NL11,20181008,177.4365376284803
maize,NL12,20181008,198.66195655782147
maize,NL13,20181008,190.54005632452512
maize,NL21,20181008,191.69200665715644
maize,NL22,20181008,187.79102652392575
maize,NL23,20181008,174.42733712568423
maize,NL31,20181008,189.7861132782025
maize,NL32,20181008,184.6890276538805
maize,NL33,20181008,181.97322029336564
maize,NL34,20181008,167.31808962327935
maize,NL41,20181008,177.23477766035282
maize,NL42,20181008,174.8690258516414
maize,NL11,20110423,173.70636999113913
maize,NL12,20110423,200.08740674757823
maize,NL13,20110423,183.01370449312208
maize,NL21,20110423,193.4238068208694
maize,NL22,20110423,191.48134598878343
maize,NL23,20110423,146.95610491732643
maize,NL31,20110423,196.08007489467937
maize,NL32,20110423,181.4406036238317
maize,NL33,20110423,179.6824049389645
maize,NL34,20110423,159.45437404390054
maize,NL41,20110423,173.98801284717553
maize,NL42,20110423,168.81326126602852
maize,NL11,20190930,200.95596026490065
maize,NL12,20190930,211.3561207292784
maize,NL13,20190930,207.6404306613336
maize,NL21,20190930,209.4007928319305
maize,NL22,20190930,205.55293834968765
maize,NL23,20190930,190.41148197596797
maize,NL31,20190930,210.3545660805445
maize,NL32,20190930,204.0897857142857
maize,NL33,20190930,201.99963105076745
maize,NL34,20190930,189.23231121281464
maize,NL41,20190930,194.1391138707796
maize,NL42,20190930,196.13303223157465
maize,NL12,20200609,210.41202700981017
maize,NL13,20200609,205.9268052823827
maize,NL21,20200609,199.60250414843867
maize,NL22,20200609,199.49510587934236
maize,NL23,20200609,191.27220976367087
maize,NL31,20200609,197.5726654298083
maize,NL32,20200609,194.7683098071096
maize,NL33,20200609,193.01262019230768
maize,NL34,20200609,186.0657131558133
maize,NL41,20200609,193.57651871156625
maize,NL42,20200609,192.4380532023445
maize,NL11,20180618,212.5845263205134
maize,NL12,20180618,208.63771102194264
maize,NL13,20180618,212.01542855805025
maize,NL21,20180618,210.48042258020357
maize,NL22,20180618,200.78689534982573
maize,NL31,20180618,185.58670988654785
maize,NL32,20180618,194.1415989159892
maize,NL33,20180618,175.57838715497024
maize,NL34,20180618,179.2577080197807
maize,NL41,20180618,195.2169839421593
maize,NL42,20180618,196.38638777977212
maize,NL11,20030509,202.6687402799378
maize,NL12,20030509,209.03284839344505
maize,NL13,20030509,202.17583561973044
maize,NL21,20030509,200.4976167778837
maize,NL22,20030509,201.8897111530657
maize,NL23,20030509,154.70351688384474
maize,NL31,20030509,203.0888145315488
maize,NL32,20030509,183.70311666132991
maize,NL33,20030509,186.9189158857528
maize,NL34,20030509,172.0024428159005
maize,NL41,20030509,184.7175833449053
maize,NL42,20030509,183.16626844694304
maize,NL11,20010314,147.25895760013407
maize,NL12,20010314,178.59623907699486
maize,NL13,20010314,158.5448021163467
maize,NL21,20010314,174.1446322423548
maize,NL22,20010314,170.10423113544394
maize,NL23,20010314,130.34037328094303
maize,NL31,20010314,207.8108108108108
maize,NL32,20010314,158.04306071871127
maize,NL33,20010314,158.6868868868869
maize,NL34,20010314,127.38165266106442
maize,NL41,20010314,173.23679759443715
maize,NL42,20010314,165.24909523317135
maize,NL11,20190922,183.1260416937096
maize,NL12,20190922,189.53237410071944
maize,NL13,20190922,190.6595944594308
maize,NL21,20190922,208.17631962964828
maize,NL22,20190922,198.4384137361256
maize,NL23,20190922,183.2149064171123
maize,NL31,20190922,197.1661951168396
maize,NL32,20190922,195.97909156452772
maize,NL33,20190922,193.54425577198907
maize,NL34,20190922,174.40388606756457
maize,NL41,20190922,187.46008315338253
maize,NL42,20190922,182.28219102885825
maize,NL11,20090712,204.91918616690828
maize,NL12,20090712,207.43753990210683
maize,NL13,20090712,210.2361011544261
maize,NL21,20090712,206.63466536127447
maize,NL22,20090712,202.0695673909045
maize,NL23,20090712,194.64441535776612
maize,NL31,20090712,195.51636191677176
maize,NL32,20090712,192.0982421875
maize,NL33,20090712,193.55300114948272
maize,NL34,20090712,183.5292789285158
maize,NL41,20090712,199.85755190885243
maize,NL42,20090712,194.56937725414764
maize,NL11,20021016,170.77638470514805
maize,NL12,20021016,199.42542787286064
maize,NL13,20021016,179.03980982793956
maize,NL21,20021016,188.91322230663312
maize,NL22,20021016,188.2134831460674
maize,NL23,20021016,173.2970768904893
maize,NL31,20021016,195.6829339143065
maize,NL32,20021016,182.9429288893962
maize,NL33,20021016,170.93610223642173
maize,NL34,20021016,159.7378442518903
maize,NL41,20021016,181.01606868078736
maize,NL42,20021016,184.71413449069783
maize,NL11,20200617,207.36396642231117
maize,NL12,20200617,200.69277422812732
maize,NL13,20200617,204.89568963063465
maize,NL21,20200617,201.81416863312276
maize,NL22,20200617,197.0056842235446
maize,NL23,20200617,184.36581709145423
maize,NL31,20200617,194.56470544536063
maize,NL32,20200617,188.3220748677076
maize,NL33,20200617,192.45137157107231
maize,NL34,20200617,179.75793352383818
maize,NL41,20200617,194.35572096933765
maize,NL42,20200617,191.4615733368719
maize,NL11,20030610,203.81689542946089
maize,NL12,20030610,201.41269080504844
maize,NL13,20030610,205.66607463338883
maize,NL21,20030610,201.3146243852437
