crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
winter_wheat,NL,NL11,2000,8.122,31674.0,257282.0
winter_wheat,NL,NL11,2001,8.509,28732.0,244491.0
winter_wheat,NL,NL11,2002,7.538,27731.0,209040.0
winter_wheat,NL,NL11,2003,8.488,29395.0,249506.0
winter_wheat,NL,NL11,2004,8.57,30732.0,263360.0
winter_wheat,NL,NL11,2005,8.349,29470.0,246056.0
winter_wheat,NL,NL11,2006,8.157,31869.0,259955.0
winter_wheat,NL,NL11,2007,7.276,31010.0,225614.0
winter_wheat,NL,NL11,2008,8.784,33924.0,297994.0
winter_wheat,NL,NL11,2009,9.332,33541.0,313013.0
winter_wheat,NL,NL11,2010,8.867,34411.0,305135.0
winter_wheat,NL,NL11,2011,7.872,32253.0,253881.0
winter_wheat,NL,NL11,2012,8.741,33543.0,293186.0
winter_wheat,NL,NL11,2013,8.458,33273.0,281428.0
winter_wheat,NL,NL11,2014,9.395,32666.0,306897.0
winter_wheat,NL,NL11,2015,8.868,33261.0,294974.0
winter_wheat,NL,NL11,2017,9.027,28220.0,254749.0
winter_wheat,NL,NL11,2018,8.688,25892.0,224949.0
winter_wheat,NL,NL11,2019,9.057,29730.0,269276.0
winter_wheat,NL,NL11,2020,8.669,24331.0,210924.0
winter_wheat,NL,NL12,2000,8.73,4001.0,34929.0
winter_wheat,NL,NL12,2001,8.762,3018.0,26443.0
winter_wheat,NL,NL12,2002,7.497,3858.0,28923.0
winter_wheat,NL,NL12,2003,8.509,4423.0,37637.0
winter_wheat,NL,NL12,2004,8.485,4790.0,40644.0
winter_wheat,NL,NL12,2005,8.348,4824.0,40269.0
winter_wheat,NL,NL12,2006,8.341,5872.0,48977.0
winter_wheat,NL,NL12,2007,7.024,6545.0,45975.0
winter_wheat,NL,NL12,2008,8.037,8046.0,64667.0
winter_wheat,NL,NL12,2009,8.998,7186.0,64657.0
winter_wheat,NL,NL12,2010,9.48,7867.0,74577.0
winter_wheat,NL,NL12,2011,6.852,7702.0,52777.0
winter_wheat,NL,NL12,2012,8.145,7254.0,59085.0
winter_wheat,NL,NL12,2013,8.548,7570.0,64712.0
winter_wheat,NL,NL12,2014,8.623,6977.0,60166.0
winter_wheat,NL,NL12,2015,8.363,6952.0,58139.0
winter_wheat,NL,NL12,2017,9.346,5325.0,49770.0
winter_wheat,NL,NL12,2018,8.939,4893.0,43737.0
winter_wheat,NL,NL12,2019,9.569,5489.0,52522.0
winter_wheat,NL,NL12,2020,8.439,4740.0,39999.0
winter_wheat,NL,NL13,2000,6.842,5426.0,37125.0
winter_wheat,NL,NL13,2001,7.105,4617.0,32805.0
winter_wheat,NL,NL13,2002,6.192,4479.0,27732.0
winter_wheat,NL,NL13,2003,7.255,4977.0,36107.0
winter_wheat,NL,NL13,2004,6.945,5188.0,36032.0
winter_wheat,NL,NL13,2005,7.127,4880.0,34781.0
winter_wheat,NL,NL13,2006,6.331,5835.0,36939.0
winter_wheat,NL,NL13,2007,6.362,6280.0,39953.0
winter_wheat,NL,NL13,2008,6.792,5526.0,37534.0
winter_wheat,NL,NL13,2009,7.349,5458.0,40112.0
winter_wheat,NL,NL13,2010,6.807,6257.0,42594.0
winter_wheat,NL,NL13,2011,6.39,5926.0,37868.0
winter_wheat,NL,NL13,2012,7.666,5585.0,42813.0
winter_wheat,NL,NL13,2013,7.871,6041.0,47547.0
winter_wheat,NL,NL13,2014,7.648,5123.0,39182.0
winter_wheat,NL,NL13,2015,7.973,5133.0,40925.0
winter_wheat,NL,NL13,2017,7.772,3824.0,29722.0
winter_wheat,NL,NL13,2018,7.176,3801.0,27276.0
winter_wheat,NL,NL13,2019,7.338,3912.0,28708.0
winter_wheat,NL,NL13,2020,7.256,3258.0,23641.0
winter_wheat,NL,NL21,2000,7.091,1630.0,11559.0
winter_wheat,NL,NL21,2001,6.359,1577.0,10028.0
winter_wheat,NL,NL21,2002,6.223,1893.0,11781.0
winter_wheat,NL,NL21,2003,7.264,1901.0,13809.0
winter_wheat,NL,NL21,2004,6.769,2399.0,16240.0
winter_wheat,NL,NL21,2005,7.249,1934.0,14020.0
winter_wheat,NL,NL21,2006,6.843,1963.0,13432.0
winter_wheat,NL,NL21,2007,5.923,2218.0,13137.0
winter_wheat,NL,NL21,2008,7.281,2610.0,19003.0
winter_wheat,NL,NL21,2009,7.184,2495.0,17924.0
winter_wheat,NL,NL21,2010,6.612,2253.0,14897.0
winter_wheat,NL,NL21,2011,6.402,2064.0,13214.0
winter_wheat,NL,NL21,2012,6.929,1919.0,13296.0
winter_wheat,NL,NL21,2013,6.96,1890.0,13154.0
winter_wheat,NL,NL21,2014,6.943,1588.0,11025.0
winter_wheat,NL,NL21,2015,6.978,1523.0,10628.0
winter_wheat,NL,NL21,2017,6.349,1209.0,7676.0
winter_wheat,NL,NL21,2018,6.62,1234.0,8169.0
winter_wheat,NL,NL21,2019,7.43,1541.0,11449.0
winter_wheat,NL,NL21,2020,6.598,1486.0,9805.0
winter_wheat,NL,NL22,2000,8.279,7424.0,61465.0
winter_wheat,NL,NL22,2001,7.196,6957.0,50064.0
winter_wheat,NL,NL22,2002,6.876,8109.0,55760.0
winter_wheat,NL,NL22,2003,8.348,7528.0,62843.0
winter_wheat,NL,NL22,2004,8.169,8305.0,67841.0
winter_wheat,NL,NL22,2005,8.134,8045.0,65437.0
winter_wheat,NL,NL22,2006,8.226,7853.0,64596.0
winter_wheat,NL,NL22,2007,6.702,8073.0,54103.0
winter_wheat,NL,NL22,2008,8.591,8558.0,73523.0
winter_wheat,NL,NL22,2009,8.597,8747.0,75199.0
winter_wheat,NL,NL22,2010,8.308,8294.0,68908.0
winter_wheat,NL,NL22,2011,7.069,7435.0,52556.0
winter_wheat,NL,NL22,2012,8.413,7211.0,60664.0
winter_wheat,NL,NL22,2013,8.582,7716.0,66220.0
winter_wheat,NL,NL22,2014,8.337,6302.0,52537.0
winter_wheat,NL,NL22,2015,8.079,5905.0,47705.0
winter_wheat,NL,NL22,2017,8.386,4816.0,40386.0
winter_wheat,NL,NL22,2018,8.175,5020.0,41037.0
winter_wheat,NL,NL22,2019,8.804,5370.0,47280.0
winter_wheat,NL,NL22,2020,8.307,4970.0,41284.0
winter_wheat,NL,NL23,2000,8.943,11823.0,105730.0
winter_wheat,NL,NL23,2001,8.61,11337.0,97608.0
winter_wheat,NL,NL23,2002,6.892,12250.0,84431.0
winter_wheat,NL,NL23,2003,9.626,11525.0,110939.0
winter_wheat,NL,NL23,2004,9.222,12807.0,118107.0
winter_wheat,NL,NL23,2005,8.872,13046.0,115750.0
winter_wheat,NL,NL23,2006,9.032,13223.0,119435.0
winter_wheat,NL,NL23,2007,8.172,13556.0,110785.0
winter_wheat,NL,NL23,2008,9.118,14777.0,134732.0
winter_wheat,NL,NL23,2009,9.93,14823.0,147186.0
winter_wheat,NL,NL23,2010,9.6,15439.0,148222.0
winter_wheat,NL,NL23,2011,8.751,16142.0,141263.0
winter_wheat,NL,NL23,2012,9.453,15561.0,147100.0
winter_wheat,NL,NL23,2013,9.743,15689.0,152854.0
winter_wheat,NL,NL23,2014,9.416,14719.0,138596.0
winter_wheat,NL,NL23,2015,9.467,14352.0,135870.0
winter_wheat,NL,NL23,2017,9.89,12339.0,122038.0
winter_wheat,NL,NL23,2018,9.528,11822.0,112644.0
winter_wheat,NL,NL23,2019,10.263,12174.0,124943.0
winter_wheat,NL,NL23,2020,9.4,11545.0,108523.0
winter_wheat,NL,NL31,2000,8.132,286.0,2326.0
winter_wheat,NL,NL31,2001,7.026,349.0,2452.0
winter_wheat,NL,NL31,2002,7.508,457.0,3431.0
winter_wheat,NL,NL31,2003,8.621,441.0,3802.0
winter_wheat,NL,NL31,2004,8.288,423.0,3506.0
winter_wheat,NL,NL31,2005,7.78,427.0,3322.0
winter_wheat,NL,NL31,2006,7.7,510.0,3927.0
winter_wheat,NL,NL31,2007,5.287,602.0,3183.0
winter_wheat,NL,NL31,2008,8.373,644.0,5392.0
winter_wheat,NL,NL31,2009,8.289,598.0,4957.0
winter_wheat,NL,NL31,2010,8.475,444.0,3763.0
winter_wheat,NL,NL31,2011,5.465,486.0,2656.0
winter_wheat,NL,NL31,2012,8.347,721.0,6018.0
winter_wheat,NL,NL31,2013,7.328,594.0,4353.0
winter_wheat,NL,NL31,2014,8.144,471.0,3836.0
winter_wheat,NL,NL31,2015,7.333,384.0,2816.0
winter_wheat,NL,NL31,2017,8.642,190.0,1642.0
winter_wheat,NL,NL31,2018,8.457,175.0,1480.0
winter_wheat,NL,NL31,2019,8.951,283.0,2533.0
winter_wheat,NL,NL31,2020,8.245,237.0,1954.0
winter_wheat,NL,NL32,2000,8.159,8440.0,68865.0
winter_wheat,NL,NL32,2001,7.994,8433.0,67413.0
winter_wheat,NL,NL32,2002,7.887,9872.0,77857.0
winter_wheat,NL,NL32,2003,8.662,9104.0,78855.0
winter_wheat,NL,NL32,2004,9.018,9089.0,81964.0
