crop_name,adm_id,date,ndvi
maize,ES412,20191016,122.36173001310615
maize,ES413,20191016,137.3449781494307
maize,ES514,20191016,132.40372093023257
maize,ES521,20191016,123.77581641659312
maize,ES522,20191016,144.20320855614975
maize,ES523,20191016,126.49670103092784
maize,ES532,20191016,131.37730061349694
maize,ES533,20191016,152.84397163120568
maize,ES611,20191016,97.5
maize,ES612,20191016,112.67370941615609
maize,ES613,20191016,120.1820103334899
maize,ES414,20191016,133.02766599597587
maize,ES614,20191016,120.85158984287736
maize,ES615,20191016,112.91692307692308
maize,ES616,20191016,120.4696474009451
maize,ES617,20191016,118.22733333333332
maize,ES415,20191016,127.45098739238648
maize,ES416,20191016,118.40708729472776
maize,ES417,20191016,120.62663755458516
maize,ES418,20191016,108.77908491410894
maize,ES419,20191016,113.44272698336914
maize,ES111,20191016,206.6784950930903
maize,ES112,20191016,201.15515432169173
maize,ES113,20191016,179.20048602673148
maize,ES618,20191016,115.0270140818086
maize,ES620,20191016,119.74529236868186
maize,ES705,20191016,138.55555555555554
maize,ES709,20191016,145.0
maize,ES114,20191016,206.90016131294712
maize,ES120,20191016,200.3291130624192
maize,ES130,20191016,201.07045803873348
maize,ES211,20191016,172.02081010776664
maize,ES212,20191016,212.6989079563183
maize,ES213,20191016,210.50896860986543
maize,ES421,20191016,110.13102254461526
maize,ES422,20191016,104.88340061743054
maize,ES423,20191016,113.25834502103788
maize,ES424,20191016,134.88241401687216
maize,ES425,20191016,118.97438735177866
maize,ES220,20191016,136.43961528135316
maize,ES431,20191016,112.5076328924837
maize,ES432,20191016,131.37944973020382
maize,ES511,20191016,155.78342681382304
maize,ES230,20191016,131.5379125780553
maize,ES241,20191016,142.05829338206763
maize,ES242,20191016,110.84284890426758
maize,ES243,20191016,131.07305634313244
maize,ES512,20191016,150.7191713591982
maize,ES513,20191016,143.4557525888473
maize,ES300,20191016,121.58272167383784
maize,ES411,20191016,112.26400606692576
maize,ES412,20190712,123.12003825920613
maize,ES413,20190712,173.07634285665347
maize,ES514,20190712,129.54511627906976
maize,ES521,20190712,107.49338040600176
maize,ES522,20190712,124.9308510638298
maize,ES523,20190712,143.96378665617004
maize,ES532,20190712,116.1840490797546
maize,ES533,20190712,133.23718592964823
maize,ES611,20190712,83.0
maize,ES612,20190712,128.3479822522713
maize,ES613,20190712,119.75293565054017
maize,ES414,20190712,142.4022991305195
maize,ES614,20190712,120.80557003499888
maize,ES615,20190712,109.68820512820513
maize,ES616,20190712,111.02617230098146
maize,ES617,20190712,107.49933333333334
maize,ES415,20190712,144.9187779583158
maize,ES416,20190712,110.91174089068826
maize,ES417,20190712,116.4406015037594
maize,ES418,20190712,113.52826826933304
maize,ES419,20190712,140.64532114359685
maize,ES111,20190712,204.6523529210152
maize,ES112,20190712,201.0401572591969
maize,ES113,20190712,186.9083808951637
maize,ES618,20190712,130.65925854966952
maize,ES620,20190712,99.9583746283449
maize,ES705,20190712,132.0909090909091
maize,ES707,20190712,134.0
maize,ES709,20190712,160.0
maize,ES114,20190712,197.2800728189329
maize,ES120,20190712,202.96365306001545
maize,ES130,20190712,194.1342810150376
maize,ES211,20190712,175.8529934795495
maize,ES212,20190712,208.69074492099324
maize,ES213,20190712,198.87208008898776
maize,ES421,20190712,107.60775666652928
maize,ES422,20190712,139.95867964853954
maize,ES423,20190712,103.19607293127628
maize,ES424,20190712,127.98922822694168
maize,ES425,20190712,115.7068510221642
maize,ES220,20190712,130.72093816340276
