crop_name,adm_id,awc,bulk_density,drainage_class
maize,ES412,15.953571319580078,1.4556540250778198,4
maize,ES413,14.095678329467772,1.5026863813400269,5
maize,ES514,15.522604942321776,1.4676556587219238,5
maize,ES521,15.691472053527832,1.4594242572784424,4
maize,ES522,15.60580348968506,1.4684343338012695,5
maize,ES523,15.878087043762209,1.455894112586975,4
maize,ES532,15.402503967285156,1.4692742824554443,5
maize,ES533,15.306774139404297,1.4708192348480225,5
maize,ES611,14.313188552856444,1.482466697692871,5
maize,ES612,14.649627685546877,1.548287272453308,5
maize,ES613,14.931441307067873,1.5171914100646973,5
maize,ES414,15.614362716674805,1.4686187505722046,4
maize,ES614,16.1446533203125,1.4608381986618042,4
maize,ES615,11.69786262512207,1.5253690481185913,6
maize,ES616,15.758472442626951,1.4735594987869265,4
maize,ES617,15.919723510742188,1.4628151655197144,4
maize,ES415,15.427223205566406,1.4963903427124023,5
maize,ES416,10.39166259765625,1.519934058189392,6
maize,ES417,15.93814468383789,1.4586037397384644,4
maize,ES418,14.536416053771973,1.4899824857711792,4
maize,ES419,15.537970542907717,1.470414161682129,4
maize,ES111,15.63145351409912,1.1524372100830078,4
maize,ES112,14.728919982910156,1.1844396591186523,4
maize,ES113,13.568045616149902,1.202030062675476,4
maize,ES618,14.990530967712402,1.5271334648132324,4
maize,ES620,15.048884391784668,1.4920520782470703,5
maize,ES705,14.89247226715088,1.4471091032028198,5
maize,ES707,13.14466667175293,1.3760000467300415,5
maize,ES709,13.144665718078612,1.3760000467300415,5
maize,ES114,14.883705139160156,1.1657381057739258,4
maize,ES120,14.724681854248049,1.2172300815582275,4
maize,ES130,14.856596946716309,1.4279191493988037,4
maize,ES211,14.334848403930664,1.4863677024841309,5
maize,ES212,14.145243644714355,1.5357946157455444,5
maize,ES213,14.44138240814209,1.397782325744629,5
maize,ES421,15.20016860961914,1.4748320579528809,5
maize,ES422,12.06284523010254,1.503193974494934,5
maize,ES423,15.600885391235352,1.4718763828277588,5
maize,ES424,15.728639602661133,1.4536752700805664,5
maize,ES425,15.34315013885498,1.5002005100250244,4
maize,ES220,15.063552856445312,1.4731314182281494,5
maize,ES431,15.426756858825684,1.4867347478866575,4
maize,ES432,14.31488037109375,1.4882032871246338,4
maize,ES511,14.357086181640623,1.4636476039886477,6
maize,ES230,15.543779373168944,1.4593271017074585,4
maize,ES241,14.322099685668944,1.480757474899292,5
maize,ES242,14.534311294555664,1.4599616527557373,5
maize,ES243,15.365347862243652,1.4497193098068235,5
maize,ES512,15.206043243408203,1.4525117874145508,4
maize,ES513,14.774969100952148,1.495283603668213,5
maize,ES300,16.106645584106445,1.4594000577926636,4
maize,ES411,12.698026657104492,1.5667715072631836,4
