crop_name,adm_id,date,fpar
maize,ES412,20080501,50.61108445297505
maize,ES413,20080501,32.89279687513384
maize,ES514,20080501,31.275257731958764
maize,ES521,20080501,34.51604278074866
maize,ES522,20080501,39.35714285714285
maize,ES523,20080501,23.99880857823669
maize,ES532,20080501,44.099533437014
maize,ES533,20080501,57.1427135678392
maize,ES611,20080501,17.88888888888889
maize,ES612,20080501,41.32523245984785
maize,ES613,20080501,44.83582798764552
maize,ES414,20080501,46.530346997000656
maize,ES614,20080501,41.57035358114234
maize,ES615,20080501,49.08205128205128
maize,ES616,20080501,32.246271371407786
maize,ES617,20080501,47.5938543754175
maize,ES415,20080501,39.41271546315166
maize,ES416,20080501,56.10931174089069
maize,ES417,20080501,35.63157894736842
maize,ES418,20080501,47.59342010316166
maize,ES419,20080501,39.43362195554205
maize,ES111,20080501,76.5483523850598
maize,ES112,20080501,76.05239452389435
maize,ES113,20080501,55.155602282967855
maize,ES618,20080501,39.319054652880354
maize,ES620,20080501,32.01190476190476
maize,ES705,20080501,28.545454545454547
maize,ES707,20080501,45.0
maize,ES709,20080501,54.42857142857143
maize,ES114,20080501,74.92078167682286
maize,ES120,20080501,76.3802496561938
maize,ES130,20080501,71.64213442543965
maize,ES211,20080501,72.77606527651858
maize,ES212,20080501,79.19570135746606
maize,ES213,20080501,76.29365962180201
maize,ES421,20080501,43.97830029262664
maize,ES422,20080501,32.61528389477443
maize,ES423,20080501,45.997755960729314
maize,ES424,20080501,34.37027969887998
maize,ES425,20080501,38.09219182567797
maize,ES220,20080501,47.82628279783517
maize,ES431,20080501,27.91049675395725
maize,ES432,20080501,35.39618785055614
maize,ES511,20080501,64.91580756013745
maize,ES230,20080501,42.42366071428572
maize,ES241,20080501,49.68763076965086
maize,ES242,20080501,33.54537555512647
maize,ES243,20080501,49.37573638815972
maize,ES512,20080501,53.08961252050991
maize,ES513,20080501,50.54633426075072
maize,ES300,20080501,30.758389548287933
maize,ES411,20080501,55.60093813611824
maize,ES412,20070401,39.99112284069098
maize,ES413,20070401,29.75060604243582
maize,ES514,20070401,36.9340206185567
maize,ES521,20070401,42.96791443850268
maize,ES522,20070401,41.97619047619048
maize,ES523,20070401,26.63085782366958
maize,ES532,20070401,52.237947122861584
maize,ES533,20070401,69.50653266331658
maize,ES611,20070401,30.444444444444443
maize,ES612,20070401,44.095942519019445
maize,ES613,20070401,43.52886671418389
maize,ES414,20070401,39.29812967885098
maize,ES614,20070401,40.17842248413418
maize,ES615,20070401,73.28
maize,ES616,20070401,33.77773735903965
maize,ES617,20070401,56.48830995323981
maize,ES415,20070401,39.80975996626879
maize,ES416,20070401,51.386234817813765
maize,ES417,20070401,33.418045112781954
maize,ES418,20070401,44.8424780180132
maize,ES419,20070401,38.1955744594663
maize,ES111,20070401,79.36031462036749
maize,ES112,20070401,77.26001323222556
maize,ES113,20070401,55.252928807449685
maize,ES618,20070401,36.848547513540126
maize,ES620,20070401,34.18948412698413
maize,ES705,20070401,47.63636363636363
maize,ES707,20070401,45.0
maize,ES709,20070401,53.85714285714285
maize,ES114,20070401,76.01505918610353
maize,ES120,20070401,75.90204167988998
maize,ES130,20070401,73.24488075162611
maize,ES211,20070401,67.10909640374736
maize,ES212,20070401,71.51696832579185
maize,ES213,20070401,71.69632925472747
maize,ES421,20070401,39.42134113671022
maize,ES422,20070401,39.83442447327699
maize,ES423,20070401,41.764656381486674
maize,ES424,20070401,32.58877532284718
maize,ES425,20070401,47.92962819635043
maize,ES220,20070401,55.142503596629446
maize,ES431,20070401,32.153716536581804
maize,ES432,20070401,40.24984314098298
maize,ES511,20070401,64.98814432989691
maize,ES230,20070401,38.55714285714286
maize,ES241,20070401,52.188229792782366
maize,ES242,20070401,31.769163931260863
maize,ES243,20070401,51.67850532860754
maize,ES512,20070401,56.38448639584573
maize,ES513,20070401,55.71904744472104
maize,ES300,20070401,36.052429339936815
maize,ES411,20070401,54.00743428622002
maize,ES412,20010211,21.150191938579656
maize,ES413,20010211,24.983626146769343
maize,ES514,20010211,41.21443298969072
maize,ES521,20010211,47.01158645276292
maize,ES522,20010211,39.392857142857146
maize,ES523,20010211,31.203534551231137
maize,ES532,20010211,58.915241057542765
maize,ES533,20010211,77.92261306532663
maize,ES611,20010211,30.88888888888889
maize,ES612,20010211,38.045153564384336
maize,ES613,20010211,34.7624138750297
maize,ES414,20010211,26.56809480845668
maize,ES614,20010211,47.26210335448776
maize,ES615,20010211,73.02051282051282
maize,ES616,20010211,33.23972353583121
maize,ES617,20010211,42.65865063460254
maize,ES415,20010211,30.209354388571544
maize,ES416,20010211,31.902024291497977
maize,ES417,20010211,16.765413533834586
