crop_name,adm_id,sos,eos
wheat,ES412,189.73187255859372,192.62535095214844
wheat,ES413,331.2025756835937,189.2473297119141
wheat,ES514,334.6976928710937,182.22560119628903
wheat,ES521,321.964111328125,176.00889587402344
wheat,ES522,340.3705749511719,187.934326171875
wheat,ES523,332.5377197265625,182.9640655517578
wheat,ES531,314.8544006347656,185.1029357910156
wheat,ES532,321.1075744628906,163.90512084960938
wheat,ES533,337.68218994140625,172.84109497070312
wheat,ES611,328.08563232421875,177.01734924316406
wheat,ES612,317.9899597167969,163.691162109375
wheat,ES613,323.0099182128906,168.95672607421875
wheat,ES414,339.5350036621094,189.28814697265625
wheat,ES614,326.3172912597656,175.4800567626953
wheat,ES615,322.762939453125,164.71563720703125
wheat,ES616,325.4236755371094,173.1619873046875
wheat,ES617,320.9447937011719,166.84983825683594
wheat,ES415,343.7530212402344,180.8870086669922
wheat,ES416,347.5606994628906,187.61306762695312
wheat,ES417,297.0396423339844,192.64144897460935
wheat,ES418,346.2404479980469,185.98062133789065
wheat,ES419,347.4122619628906,183.42710876464844
wheat,ES111,22.445032119750977,185.8378448486328
wheat,ES112,23.84949111938477,189.7594146728516
wheat,ES113,13.895835876464844,188.01754760742188
wheat,ES618,319.7023620605469,165.443603515625
wheat,ES620,327.1835327148437,174.91201782226562
wheat,ES640,324.0,171.0
wheat,ES703,267.0,86.0
wheat,ES704,332.22222900390625,125.77777862548828
wheat,ES705,309.6280212402344,111.25120544433594
wheat,ES706,267.0,79.0
wheat,ES707,267.0,86.0
wheat,ES708,338.9949035644531,127.0
wheat,ES709,269.1965026855469,90.86026000976562
wheat,ES114,17.823530197143555,186.59625244140625
wheat,ES120,27.794572830200195,194.74514770507807
wheat,ES130,21.14293670654297,195.0114898681641
wheat,ES211,20.2890682220459,195.56544494628903
wheat,ES212,19.071428298950195,193.9857177734375
wheat,ES213,24.66666603088379,194.11111450195312
wheat,ES421,329.93475341796875,176.76593017578125
wheat,ES422,328.5442810058594,174.46865844726562
wheat,ES423,335.7007141113281,180.85760498046875
wheat,ES424,346.6556091308594,187.49755859375
wheat,ES425,333.6291809082031,177.0219268798828
wheat,ES220,97.9352569580078,194.8927154541016
wheat,ES431,326.50836181640625,168.402099609375
wheat,ES432,327.9613342285156,169.60211181640625
wheat,ES511,120.1670913696289,188.7412109375
wheat,ES230,27.14149475097656,197.27891540527344
wheat,ES241,320.414794921875,193.19857788085935
wheat,ES242,346.2828063964844,192.8330078125
wheat,ES243,346.3065185546875,191.8329925537109
wheat,ES512,321.9148864746094,187.0251007080078
wheat,ES513,221.17092895507807,188.27923583984372
wheat,ES300,341.4440002441406,181.99993896484372
wheat,ES411,345.3312683105469,185.69503784179688
