crop_name,adm_id,date,fpar
wheat,ES412,20010101,20.34396240106507
wheat,ES413,20010101,24.084656831640466
wheat,ES514,20010101,36.18268551893278
wheat,ES521,20010101,24.903465726115627
wheat,ES522,20010101,30.181740370898716
wheat,ES523,20010101,23.668807774658
wheat,ES531,20010101,53.34979079497908
wheat,ES532,20010101,52.03910627146214
wheat,ES533,20010101,77.70063076176613
wheat,ES611,20010101,16.976837592608007
wheat,ES612,20010101,39.96868147552257
wheat,ES613,20010101,38.43735600927883
wheat,ES414,20010101,21.625914409123695
wheat,ES614,20010101,23.837429551714227
wheat,ES615,20010101,36.011094707645505
wheat,ES616,20010101,32.3658358001318
wheat,ES617,20010101,34.47939926546461
wheat,ES415,20010101,32.94636814697138
wheat,ES416,20010101,22.83585946477356
wheat,ES417,20010101,17.893497124155285
wheat,ES418,20010101,19.819948069493087
wheat,ES419,20010101,29.73384891720475
wheat,ES111,20010101,76.50507399577167
wheat,ES112,20010101,73.411945958758
wheat,ES113,20010101,42.84034257067261
wheat,ES618,20010101,36.17704537206549
wheat,ES620,20010101,24.173418270979248
wheat,ES640,20010101,10.95
wheat,ES703,20010101,59.05128205128205
wheat,ES704,20010101,10.666666666666666
wheat,ES705,20010101,25.738593666129898
wheat,ES706,20010101,32.0
wheat,ES707,20010101,48.05263157894737
wheat,ES708,20010101,9.264078905504295
wheat,ES709,20010101,29.7117903930131
wheat,ES114,20010101,70.18449197860963
wheat,ES120,20010101,74.76162790697674
wheat,ES130,20010101,39.60938148609382
wheat,ES211,20010101,26.201752564475267
wheat,ES212,20010101,72.9
wheat,ES213,20010101,74.0
wheat,ES421,20010101,20.797139724374258
wheat,ES422,20010101,28.226803066868847
wheat,ES423,20010101,19.256835391639555
wheat,ES424,20010101,20.456742839174257
wheat,ES425,20010101,23.971228981933145
wheat,ES220,20010101,30.056239092236932
wheat,ES431,20010101,41.93122969735737
wheat,ES432,20010101,46.938142066906664
wheat,ES511,20010101,39.83727931110762
wheat,ES230,20010101,22.4686663821543
wheat,ES241,20010101,39.32410150652569
wheat,ES242,20010101,21.40573869777496
wheat,ES243,20010101,29.81078242440988
wheat,ES512,20010101,50.13301701968372
wheat,ES513,20010101,44.01071982436843
wheat,ES300,20010101,25.42577618338131
wheat,ES411,20010101,26.66681738137166
wheat,ES412,20010111,20.92234847660102
wheat,ES413,20010111,25.12632666580821
wheat,ES514,20010111,38.18707034298242
wheat,ES521,20010111,25.64069927925165
wheat,ES522,20010111,30.538659058487873
wheat,ES523,20010111,24.27401053886688
wheat,ES531,20010111,52.75062761506276
wheat,ES532,20010111,55.36840321706127
wheat,ES533,20010111,77.77268316351285
wheat,ES611,20010111,17.812827769915923
wheat,ES612,20010111,43.140377054923384
wheat,ES613,20010111,43.130293665756014
