crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
winter_wheat,ES,ES111,2020,3.04,1870.0,5685.0
winter_wheat,ES,ES112,2019,2.6,2915.0,7579.0
winter_wheat,ES,ES112,2020,2.4,2690.0,6456.0
winter_wheat,ES,ES113,2020,2.7,8685.0,23449.0
winter_wheat,ES,ES114,2020,2.223,197.0,438.0
winter_wheat,ES,ES120,2020,2.0,65.0,130.0
winter_wheat,ES,ES130,2012,1.243,900.0,1119.0
winter_wheat,ES,ES130,2020,2.264,530.0,1200.0
winter_wheat,ES,ES211,2017,6.0,23952.0,143712.0
winter_wheat,ES,ES211,2020,7.0,20335.0,142345.0
winter_wheat,ES,ES212,2020,5.5,2.0,11.0
winter_wheat,ES,ES220,1998,3.753,74674.0,280255.0
winter_wheat,ES,ES220,1999,4.246,81291.0,345183.0
winter_wheat,ES,ES220,2000,4.849,66336.0,321659.0
winter_wheat,ES,ES220,2001,4.091,49388.0,202079.0
winter_wheat,ES,ES220,2002,4.62,64167.0,296473.0
winter_wheat,ES,ES220,2003,4.526,58093.0,262906.0
winter_wheat,ES,ES220,2004,4.391,55998.0,245885.0
winter_wheat,ES,ES220,2005,5.217,58952.0,307572.0
winter_wheat,ES,ES220,2006,4.996,55174.0,275672.0
winter_wheat,ES,ES220,2007,4.16,55728.0,231813.0
winter_wheat,ES,ES220,2008,4.184,69659.0,291453.0
winter_wheat,ES,ES220,2009,4.163,57434.0,239109.0
winter_wheat,ES,ES220,2010,4.737,70603.0,334439.0
winter_wheat,ES,ES220,2011,4.367,77079.0,336632.0
winter_wheat,ES,ES220,2012,4.35,74677.0,324836.0
winter_wheat,ES,ES220,2013,4.374,68560.0,299911.0
winter_wheat,ES,ES220,2014,4.744,71600.0,339648.0
winter_wheat,ES,ES220,2015,4.282,72964.0,312426.0
winter_wheat,ES,ES220,2016,5.492,76723.0,421327.0
winter_wheat,ES,ES220,2017,4.929,72958.0,359619.0
winter_wheat,ES,ES220,2018,5.017,78018.0,391427.0
winter_wheat,ES,ES220,2019,5.403,79195.0,427873.0
winter_wheat,ES,ES220,2020,5.409,77079.0,416918.0
winter_wheat,ES,ES230,1999,5.233,38223.0,200002.0
winter_wheat,ES,ES230,2000,4.906,36396.0,178573.0
winter_wheat,ES,ES230,2001,3.098,32175.0,99679.0
winter_wheat,ES,ES230,2002,4.359,34526.0,150484.0
winter_wheat,ES,ES230,2003,4.474,35365.0,158213.0
winter_wheat,ES,ES230,2004,5.002,34144.0,170774.0
winter_wheat,ES,ES230,2005,4.368,35862.0,156651.0
winter_wheat,ES,ES230,2006,4.246,32467.0,137868.0
winter_wheat,ES,ES230,2007,4.466,32287.0,144184.0
winter_wheat,ES,ES230,2008,4.297,32778.0,140847.0
winter_wheat,ES,ES230,2009,3.507,21880.0,76733.0
winter_wheat,ES,ES230,2010,4.546,34113.0,155093.0
winter_wheat,ES,ES230,2011,4.582,36515.0,167299.0
winter_wheat,ES,ES230,2012,4.136,35413.0,146469.0
winter_wheat,ES,ES230,2013,5.411,33377.0,180614.0
winter_wheat,ES,ES230,2014,4.511,32719.0,147585.0
winter_wheat,ES,ES230,2015,4.002,29701.0,118874.0
winter_wheat,ES,ES230,2016,5.443,30401.0,165461.0
winter_wheat,ES,ES230,2017,3.76,29106.0,109437.0
winter_wheat,ES,ES230,2018,5.276,29834.0,157395.0
winter_wheat,ES,ES230,2019,4.98,29625.0,147541.0
winter_wheat,ES,ES230,2020,5.433,27264.0,148133.0
winter_wheat,ES,ES241,1998,2.871,36802.0,105653.0
winter_wheat,ES,ES241,1999,3.394,43684.0,148258.0
winter_wheat,ES,ES241,2000,4.247,36904.0,156735.0
winter_wheat,ES,ES241,2001,2.542,20359.0,51750.0
winter_wheat,ES,ES241,2002,4.192,32746.0,137260.0
winter_wheat,ES,ES241,2003,3.766,27767.0,104563.0
winter_wheat,ES,ES241,2004,33.696,2014.0,67863.0
winter_wheat,ES,ES241,2005,2.944,24841.0,73138.0
winter_wheat,ES,ES241,2006,3.969,24637.0,97784.0
winter_wheat,ES,ES241,2007,3.991,27016.0,107832.0
winter_wheat,ES,ES241,2008,4.021,34786.0,139880.0
winter_wheat,ES,ES241,2009,3.688,23944.0,88317.0
winter_wheat,ES,ES241,2010,3.825,32107.0,122811.0
winter_wheat,ES,ES241,2011,4.191,46936.0,196708.0
winter_wheat,ES,ES241,2012,2.687,55847.0,150078.0
winter_wheat,ES,ES241,2013,4.825,51084.0,246477.0
winter_wheat,ES,ES241,2014,3.985,49753.0,198248.0
winter_wheat,ES,ES241,2015,3.246,60226.0,195473.0
winter_wheat,ES,ES241,2016,4.633,57373.0,265787.0
winter_wheat,ES,ES241,2017,4.233,53979.0,228484.0
winter_wheat,ES,ES241,2018,4.226,63737.0,269358.0
winter_wheat,ES,ES241,2019,3.775,66780.0,252064.0
winter_wheat,ES,ES241,2020,4.81,66137.0,318105.0
winter_wheat,ES,ES242,1998,4.366,33689.0,147078.0
winter_wheat,ES,ES242,1999,1.488,37766.0,56184.0
winter_wheat,ES,ES242,2000,2.604,42952.0,111857.0
winter_wheat,ES,ES242,2001,1.668,38181.0,63701.0
winter_wheat,ES,ES242,2002,1.756,35141.0,61724.0
winter_wheat,ES,ES242,2003,2.655,28495.0,75654.0
winter_wheat,ES,ES242,2004,2.591,27790.0,71992.0
winter_wheat,ES,ES242,2005,0.738,25594.0,18894.0
winter_wheat,ES,ES242,2006,1.378,27705.0,38185.0
winter_wheat,ES,ES242,2007,3.3,28546.0,94209.0
winter_wheat,ES,ES242,2008,2.405,29918.0,71940.0
winter_wheat,ES,ES242,2009,1.938,27945.0,54150.0
winter_wheat,ES,ES242,2010,2.976,31590.0,94020.0
winter_wheat,ES,ES242,2011,2.989,35721.0,106776.0
winter_wheat,ES,ES242,2012,1.569,41621.0,65303.0
winter_wheat,ES,ES242,2013,2.821,42126.0,118843.0
winter_wheat,ES,ES242,2014,1.692,41222.0,69765.0
winter_wheat,ES,ES242,2015,1.843,40550.0,74714.0
winter_wheat,ES,ES242,2016,2.211,41102.0,90891.0
winter_wheat,ES,ES242,2017,1.594,36273.0,57827.0
winter_wheat,ES,ES242,2018,2.405,35068.0,84324.0
winter_wheat,ES,ES242,2019,1.941,30892.0,59951.0
winter_wheat,ES,ES242,2020,2.803,34239.0,95964.0
winter_wheat,ES,ES243,1998,1.486,36868.0,54782.0
winter_wheat,ES,ES243,1999,1.441,30581.0,44071.0
winter_wheat,ES,ES243,2000,3.622,31060.0,112505.0
winter_wheat,ES,ES243,2001,1.754,21673.0,38022.0
winter_wheat,ES,ES243,2002,1.318,27450.0,36171.0
winter_wheat,ES,ES243,2003,1.133,27426.0,31083.0
winter_wheat,ES,ES243,2004,3.31,35376.0,117091.0
winter_wheat,ES,ES243,2005,5.145,27012.0,138971.0
winter_wheat,ES,ES243,2006,1.658,36800.0,60999.0
winter_wheat,ES,ES243,2007,2.463,125670.0,309571.0
winter_wheat,ES,ES243,2008,3.053,40313.0,123073.0
winter_wheat,ES,ES243,2009,3.427,32821.0,112473.0
winter_wheat,ES,ES243,2010,3.288,35231.0,115831.0
winter_wheat,ES,ES243,2011,3.614,51062.0,184520.0
winter_wheat,ES,ES243,2012,2.097,56577.0,118652.0
winter_wheat,ES,ES243,2013,3.554,53890.0,191535.0
winter_wheat,ES,ES243,2014,2.803,57890.0,162256.0
winter_wheat,ES,ES243,2015,3.022,62106.0,187696.0
winter_wheat,ES,ES243,2016,3.783,52511.0,198640.0
