crop_name,adm_id,date,ndvi
wheat,ES412,20080913,117.16800242594206
wheat,ES413,20080913,114.67176569697176
wheat,ES514,20080913,127.58852328044294
wheat,ES521,20080913,108.86021010658692
wheat,ES522,20080913,136.60126522070016
wheat,ES523,20080913,118.16736117343864
wheat,ES531,20080913,124.26476793248943
wheat,ES532,20080913,115.78840559634298
wheat,ES533,20080913,142.2600790513834
wheat,ES611,20080913,86.97452442105703
wheat,ES612,20080913,98.28146681492174
wheat,ES613,20080913,94.66728451535874
wheat,ES414,20080913,108.69021920078698
wheat,ES614,20080913,90.95167821863232
wheat,ES615,20080913,101.45290565024828
wheat,ES616,20080913,102.92256519146888
wheat,ES617,20080913,98.4988628749456
wheat,ES415,20080913,103.33594565916668
wheat,ES416,20080913,109.97016084208904
wheat,ES417,20080913,113.31333064578584
wheat,ES418,20080913,103.20320392296902
wheat,ES419,20080913,103.18886682472552
wheat,ES111,20080913,208.58946700507613
wheat,ES112,20080913,202.61531168523348
wheat,ES113,20080913,144.69767441860466
wheat,ES618,20080913,95.4567240471162
wheat,ES620,20080913,94.18676310139725
wheat,ES640,20080913,94.3076923076923
wheat,ES703,20080913,127.0
wheat,ES704,20080913,73.22222222222223
wheat,ES705,20080913,101.16515837104072
wheat,ES706,20080913,89.0
wheat,ES707,20080913,147.88888888888889
wheat,ES708,20080913,75.70841300191205
wheat,ES709,20080913,104.29545454545456
wheat,ES114,20080913,201.8279569892473
wheat,ES120,20080913,202.753984063745
wheat,ES130,20080913,163.0449702504497
wheat,ES211,20080913,150.03546281369282
wheat,ES212,20080913,210.62857142857143
wheat,ES213,20080913,188.22222222222223
wheat,ES421,20080913,96.9375335376173
wheat,ES422,20080913,101.38073270399954
wheat,ES423,20080913,100.8389380978998
wheat,ES424,20080913,111.72910041889656
wheat,ES425,20080913,93.61762199130747
wheat,ES220,20080913,120.71090054887172
wheat,ES431,20080913,98.09128524824422
wheat,ES432,20080913,108.46389608394064
wheat,ES511,20080913,145.7012118491921
wheat,ES230,20080913,126.7799669423727
wheat,ES241,20080913,117.98393271525968
wheat,ES242,20080913,102.94333327121612
wheat,ES243,20080913,107.18785102093074
wheat,ES512,20080913,152.456006076186
wheat,ES513,20080913,127.27118108380904
wheat,ES300,20080913,97.80624948768762
wheat,ES411,20080913,102.64546958918956
wheat,ES412,20080617,161.82275183697416
wheat,ES413,20080617,135.23075490988523
wheat,ES514,20080617,148.1425412311266
wheat,ES521,20080617,118.7745398773006
wheat,ES522,20080617,147.99424467275497
wheat,ES523,20080617,124.11270242201223
wheat,ES531,20080617,136.90571715145435
wheat,ES532,20080617,129.7223933327294
wheat,ES533,20080617,156.29248325477548
wheat,ES611,20080617,93.78920002505797
wheat,ES612,20080617,117.80632407218052
wheat,ES613,20080617,113.75995230567496
wheat,ES414,20080617,147.49424788887814
wheat,ES614,20080617,95.71515424945515
wheat,ES615,20080617,123.5314144089331
wheat,ES616,20080617,107.45151302783384
wheat,ES617,20080617,107.50569254394117
wheat,ES415,20080617,136.5955720957768
wheat,ES416,20080617,140.98131130371087
wheat,ES417,20080617,146.8344748172697
